id,text,timestamp,username,reply_to_user,cleaned_text,topic
1968910080759214336,"@txtdrimedia Langkahnya terhenti di DPR, tapi jejaknya di ruang sidang akan selalu tercatat dalam sejarah peradilan. Berikut profil beliau dan rekam jejaknya.

-Copi https://t.co/9Fk5engXOl",2025-09-19 05:28:00,JAditya36003,txtdrimedia,langkahnya terhenti di dpr tapi jejaknya di ruang sidang akan selalu tercatat dalam sejarah peradilan berikut profil beliau dan rekam jejaknya copi,DPR
1967111501300593152,"DPR Nepal resmi dibubarkan
Mau dibersihkan dari tikus-tikus yang makan duit rakyat.

Kenapa di Konoha gak bisa? https://t.co/QPVnbitVKC",2025-09-14 06:21:00,CakKhum,,dpr nepal resmi dibubarkan mau dibersihkan dari tikustikus yang makan duit rakyat kenapa di konoha gak bisa,DPR
1971033026273677824,"Petani (Rakyat) ingin menyampaikan aspirasi baik-baik dihalangi, maunya apa DPR?
.
.
.
.
Terimakasih Kamis Nusron Wahid Timnas Marceng Lumbung Pagiii 2025 Peringatan. https://t.co/2pgDX6kSZv",2025-09-25 02:04:00,King_SpeakUp,,petani rakyat ingin menyampaikan aspirasi baikbaik dihalangi maunya apa dpr terimakasih kamis nusron wahid timnas marceng lumbung pagiii peringatan,DPR
1969754118618284032,"Anggota Komisi III DPR Sarifuddin Sudding mengusulkan agar Surat Izin Mengemudi (SIM), STNK, TNKB berlaku seumur hidup untuk meringankan beban masyarakat.

Di tengah kondisi yang sulit ini, dia meminta Korps Lalu Lintas (Korlantas) mengkaji kembali aturan SIM. Tidak hanya itu, dia juga menyinggung soal STNK dan TNKB.

Secara terbuka, Sudding meminta agar SIM, STNK, dan TNKB cukup dibuat sekali seumur hidup. Sehingga tidak terus menerus menjadi beban bagi masyarakat.

”Saya pernah usulkan agar perpanjangan SIM, STNK, TNKB ini, cukup sekali saja seumur hidup, seperti KTP. Supaya tidak membebani masyarakat, karena ini kan hanya untuk kepentingan vendor, ini selembar SIM ukurannya tidak seberapa, STNK juga tidak seberapa. Tapi, biaya luar biasa dan itu dibebankan kepada masyarakat,” terang dia.

Gimana menurut kalian der?",2025-09-21 13:22:00,kegblgnunfaedh,,anggota komisi iii dpr sarifuddin sudding mengusulkan agar surat izin mengemudi sim stnk tnkb berlaku seumur hidup untuk meringankan beban masyarakat di tengah kondisi yang sulit ini dia meminta korps lalu lintas korlantas mengkaji kembali aturan sim tidak hanya itu dia juga menyinggung soal stnk dan tnkb secara terbuka sudding meminta agar sim stnk dan tnkb cukup dibuat sekali seumur hidup sehingga tidak terus menerus menjadi beban bagi masyarakat saya pernah usulkan agar perpanjangan sim stnk tnkb ini cukup sekali saja seumur hidup seperti ktp supaya tidak membebani masyarakat karena ini kan hanya untuk kepentingan vendor ini selembar sim ukurannya tidak seberapa stnk juga tidak seberapa tapi biaya luar biasa dan itu dibebankan kepada masyarakat terang dia gimana menurut kalian der,DPR
1968217799840633344,Hari ini Humanies Project turut mengawal driver ojek online di depan Gedung DPR. https://t.co/BJO3iEQEIc,2025-09-17 07:37:00,humaniesproject,,hari ini humanies project turut mengawal driver ojek online di depan gedung dpr,DPR
1967502310541848832,"Waspada Disinformasi!

Beredar konten bermuatan disinformasi, fitnah, dan kebencian (DFK) yang menyebut bahwa DPR telah menolak pengajuan pemerintah terkait RUU Perampasan Aset.

#CekFaktaRl #stopdfk https://t.co/6tqWO557TM",2025-09-15 08:14:00,KemensosRI,,waspada disinformasi beredar konten bermuatan disinformasi fitnah dan kebencian dfk yang menyebut bahwa dpr telah menolak pengajuan pemerintah terkait ruu perampasan aset,DPR
1968637072517849344,"Begini Seharusnya Anggota DPR!!!

Bukan Sibuk Flexing!

Dengan tegas Bang Adian Napitupulu menegaskan rakyat lah yang berdaulat. Rakyat bayar pajak, jadi nggak salah kalau rakyat mengkritisi DPR, dan menuntut DPR juga pemerintah supaya bekerja untuk rakyat 👊🔥

@PDI_Perjuangan @GunRomli @BiLLRaY2019 
@yusuf_dumdum @MurtadhaOne1  @deddysitorus
@ferdinand_mpu
@PaltiWest
@MSMujab22

#PDIPerjuangan #AdianNapitupulu",2025-09-18 11:23:00,Ary_PrasKe2,,begini seharusnya anggota dpr bukan sibuk flexing dengan tegas bang adian napitupulu menegaskan rakyat lah yang berdaulat rakyat bayar pajak jadi nggak salah kalau rakyat mengkritisi dpr dan menuntut dpr juga pemerintah supaya bekerja untuk rakyat,DPR
1969577344022298624,"Anggota DPR Belanda, Ester Owehand, diambil dr https://t.co/8zcWzpdVlO, disain dan pake baju Palestina saat sidang. Langkah ideologis yg puitis. Ya Allah, satukan semua manusia dlm gerakan indah membebaskan Palestina. Free Free Free Palestins🙏 https://t.co/40NNxpF7AL",2025-09-21 01:40:00,MardaniAliSera,,anggota dpr belanda ester owehand diambil dr disain dan pake baju palestina saat sidang langkah ideologis yg puitis ya allah satukan semua manusia dlm gerakan indah membebaskan palestina free free free palestins,DPR
1971034627348496640,"🔸PKS Soroti Anggaran 2026: Tekankan Efisiensi dan Dampak Nyata untuk Masyarakat

Anggota Komisi XIII DPR RI Fraksi PKS, Meity Rahmatia, menyoroti alokasi anggaran Kementerian Hukum dalam rapat bersama Komisi XIII DPR RI, khususnya dominasi program dukungan manajemen sebesar Rp3,19 triliun atau hampir 80% dari total pagu Rp4,25 triliun, yang ia harapkan tidak hanya terserap untuk belanja pegawai tetapi benar-benar dirasakan manfaatnya oleh masyarakat. Ia juga meminta penjelasan terkait usulan tambahan anggaran Rp1,34 triliun yang hanya disetujui Rp196 miliar, terutama prioritas mendesak antara transformasi digital senilai Rp83,7 miliar atau layanan hukum berbasis elektronik. Selain itu, Meity menekankan perlunya strategi agar target PNBP Rp2,132 triliun tidak membebani masyarakat melalui kenaikan tarif layanan hukum. Ia juga mempertanyakan kecukupan anggaran bantuan hukum litigasi sebesar Rp50,1 miliar untuk menangani lebih dari 6.000 kasus di seluruh Indonesia, serta efektivitas dukungan terhadap 20 output prioritas nasional yang dialokasikan Rp8,83 miliar, termasuk pembentukan pos bantuan hukum desa.

#fraksipksdprri 
#PKSpembelaRakyat 
#PKS",2025-09-25 02:10:00,FPKSDPRRI,,pks soroti anggaran tekankan efisiensi dan dampak nyata untuk masyarakat anggota komisi xiii dpr ri fraksi pks meity rahmatia menyoroti alokasi anggaran kementerian hukum dalam rapat bersama komisi xiii dpr ri khususnya dominasi program dukungan manajemen sebesar rp triliun atau hampir dari total pagu rp triliun yang ia harapkan tidak hanya terserap untuk belanja pegawai tetapi benarbenar dirasakan manfaatnya oleh masyarakat ia juga meminta penjelasan terkait usulan tambahan anggaran rp triliun yang hanya disetujui rp miliar terutama prioritas mendesak antara transformasi digital senilai rp miliar atau layanan hukum berbasis elektronik selain itu meity menekankan perlunya strategi agar target pnbp rp triliun tidak membebani masyarakat melalui kenaikan tarif layanan hukum ia juga mempertanyakan kecukupan anggaran bantuan hukum litigasi sebesar rp miliar untuk menangani lebih dari kasus di seluruh indonesia serta efektivitas dukungan terhadap output prioritas nasional yang dialokasikan rp miliar termasuk pembentukan pos bantuan hukum desa,DPR
1970821701563994624,"Korban sdh capai 411 org,
Kenapa pemerintah masih keras hati,
Dan mengapa @DPR_RI cuma bisa himbau dgn nada loyo ❓️

Dengan mengorbankan anak2 penerus generasi,
Apa kepentingan kalian dgn proyek berefek KERACUNAN MASAL ini❓️
😡😡😡
https://t.co/n63SMydfID",2025-09-24 12:04:00,LumowaS,,korban sdh capai org kenapa pemerintah masih keras hati dan mengapa cuma bisa himbau dgn nada loyo dengan mengorbankan anak penerus generasi apa kepentingan kalian dgn proyek berefek keracunan masal ini,DPR
